WID,TYPE,x,y,WORKER,SERIAL,NAICS,ESS_CLASS
25001,w,-87.1806306235043,30.4592658912083,1,845842,621210,Essential
25002,w,-87.1925715,30.425724,1,845843,541410,Nonessential
25003,w,-87.3163935,30.455289,2,845845,713930,Essential*
25004,w,-87.31206,30.604275,6,845882,561612,Essential
25005,w,-87.1855605,30.423267,1,845885,813410,Nonessential
25006,w,-87.2273025,30.40596,3,845894,444220,Essential*
25007,w,-87.173244,30.471957,1,845895,531210,Essential
25008,w,-87.299451,30.536802,1,845906,999999,
25009,w,-87.2397315,30.489867,17,845945,561740,Nonessential
25010,w,-87.2423505,30.416463,1,845958,999999,
25011,w,-87.214653,30.411054,3,845960,524210,Essential
25012,w,-87.23619,30.441177,1,845966,524126,Essential
25013,w,-87.3954,30.529107,2,845988,561499,Essential*
25014,w,-87.309144,30.566862,1,845998,811310,Essential
25015,w,-87.5489805,30.981087,1,846024,112990,Essential
25016,w,-87.266943,30.517362,1,846043,813110,Essential*
25017,w,-87.242112,30.411378,5,846055,532120,Essential*
25018,w,-87.4375425,30.296709,7,846076,722511,Essential*
25019,w,-87.216291,30.409173,1,846077,621111,Essential
25020,w,-87.2169705,30.417048,7,846080,813110,Essential*
25021,w,-87.4348605,30.29571,2,846086,541990,Essential*
25022,w,-87.22377,30.504582,1,846087,722320,Essential*
25023,w,-87.21747,30.420684,10,846100,561990,Essential*
25024,w,-87.2169705,30.417048,1,846118,813110,Essential*
25025,w,-87.350742,30.718647,1,846123,441320,Essential
25026,w,-87.2179425,30.530556,1,846140,621999,Essential
25027,w,-87.3272115,30.553866,1,846149,453998,Nonessential
25028,w,-87.3126315,30.446055,1,846156,999999,
25029,w,-87.3613035,30.949398,1,846158,453991,Nonessential
25030,w,-87.207273,30.418857,1,846173,561710,Essential*
25031,w,-87.262344,30.589857,2,846176,423840,Essential
25032,w,-87.423534,30.320055,2,846179,531210,Essential
25033,w,-87.1927605,30.497184,5,846222,722511,Essential*
25034,w,-87.3098917942693,30.4795033569226,3,846224,238210,Essential*
25035,w,-87.309324,30.513438,11,846229,812112,Nonessential
25036,w,-87.1872615,30.517974,38,846244,238220,Essential*
25037,w,-87.188832,30.495366,4,846270,621210,Essential
25038,w,-87.241212,30.437298,1,846290,423690,Essential
