x,y,TYPE,NAICS,ESS_CLASS,WORKER,SERIAL,N,WID2
-87.3182925,30.471678,w,443142,Essential,2,797924,1,5469
-87.3182835,30.622248,w,488999,Essential,1,714674,1,5470
-87.31827,30.407598,w,321213,Essential*,1,721619,1,5471
-87.31827,30.407598,w,621111,Essential,1,516496,1,5472
-87.31827,30.407598,w,621111,Essential,1,519672,1,5473
-87.31827,30.407598,w,621111,Essential,1,660905,1,5474
-87.31827,30.407598,w,621111,Essential,1,671603,1,5475
-87.31827,30.407598,w,621111,Essential,1,695093,1,5476
-87.31827,30.407598,w,621111,Essential,1,812344,1,5477
-87.31827,30.407598,w,621111,Essential,1,871158,1,5478
-87.31827,30.421449,w,238310,Essential*,1,764159,1,5479
-87.31827,30.421449,w,999999,"",1,538790,1,5480
-87.3182352716331,30.4442592292137,w,238310,Essential*,1,957560,1,5481
-87.318234,30.381156,w,813410,Nonessential,2,862664,1,5482
-87.318234,30.401892,w,445120,Essential,1,634377,1,5483
-87.318234,30.438369,w,561990,Essential*,1,919292,1,5484
-87.3182205,30.379977,w,454390,Nonessential,1,940552,1,5485
-87.3182115,30.553767,w,561720,Essential,1,876400,1,5486
-87.3181935,30.374415,w,238320,Essential*,2,623750,1,5487
-87.3181935,30.488985,w,561720,Essential,2,750068,1,5488
-87.318171,30.420837,w,541921,Nonessential,1,827111,1,5489
-87.318171,30.429387,w,561110,Essential*,1,947040,1,5490
-87.318171,30.469068,w,561990,Essential*,1,761086,1,5491
-87.318171,30.72249,w,424820,Essential,1,645593,1,5492
-87.318171,30.72249,w,722410,Essential*,1,790620,1,5493
-87.318162,30.432303,w,561790,Essential*,1,590475,1,5494
-87.318162,30.438108,w,561990,Essential*,2,860939,1,5495
-87.318153,30.608748,w,441320,Essential,1,496665,1,5496
-87.3181215,30.436803,w,488410,Essential,1,824131,1,5497
-87.318108428263,30.4614766227054,w,713910,Nonessential,2,959435,1,5498
-87.31809,30.396186,w,711212,Nonessential,1,923632,1,5499
-87.318081,30.429063,w,442210,Nonessential,1,808000,1,5500
-87.318063,30.489489,w,811420,Nonessential,1,599790,1,5501
-87.3180405,30.540438,w,561790,Essential*,2,623626,1,5502
-87.3180246339727,30.4455489323833,w,531110,Essential,1,681978,1,5503
-87.3180135,30.466233,w,423830,Essential,1,518625,1,5504
-87.318,30.42648,w,722513,Essential*,2,593290,1,5505
-87.317982,30.454992,w,811490,Essential,1,561300,1,5506
-87.317973,30.642912,w,561790,Essential*,1,876709,1,5507
-87.317964,30.632094,w,442210,Nonessential,1,717197,1,5508
-87.3179325,30.376035,w,722511,Essential*,1,824748,1,5509
-87.3179325,30.376035,w,722511,Essential*,2,837507,1,5510
-87.3179325,30.381102,w,541990,Essential*,2,645759,1,5511
-87.3179325,30.494304,w,813110,Essential*,1,765847,1,5512
-87.3179235,30.619215,w,517311,"",1,921408,1,5513
-87.31791,30.637962,w,454390,Nonessential,1,572053,1,5514
-87.317883,30.491352,w,541512,Essential,10,587844,1,5515
-87.317874,30.46536,w,442210,Nonessential,1,687441,1,5516
-87.3178605,30.649779,w,999999,"",1,490921,1,5517
-87.317811,30.420603,w,722511,Essential*,4,658643,1,5518
-87.317811,30.443526,w,238320,Essential*,2,627690,1,5519
-87.317811,30.470184,w,541921,Nonessential,1,783063,1,5520
-87.317793,30.394089,w,337110,Nonessential,1,935868,1,5521
-87.317793,30.428694,w,442210,Nonessential,1,637871,1,5522
-87.317784,30.419136,w,541940,Essential,1,561515,1,5523
-87.317784,30.419136,w,541940,Essential,1,587876,1,5524
-87.317784,30.419136,w,541940,Essential,2,671450,1,5525
-87.317784,30.419136,w,541940,Essential,1,820468,1,5526
-87.317784,30.419136,w,541940,Essential,1,910329,1,5527
-87.3177705,30.372912,w,541618,Essential*,1,756547,1,5528
-87.3177705,30.416409,w,999999,"",1,918458,1,5529
-87.3177615,30.568014,w,561990,Essential*,1,845129,1,5530
-87.3177435,30.536388,w,423850,Essential,1,651385,1,5531
-87.3177435,30.536388,w,484230,Essential,1,893398,1,5532
-87.31773,30.553758,w,561990,Essential*,2,908458,1,5533
-87.317721,30.494205,w,561990,Essential*,1,570448,1,5534
-87.317721,30.494205,w,561990,Essential*,1,926664,1,5535
-87.3177046383559,30.4211578179879,w,531130,Essential,1,488750,1,5536
-87.317703,30.444984,w,238320,Essential*,1,566116,1,5537
-87.3176924610301,30.4039466749395,w,531210,Essential,1,958675,1,5538
-87.3176857232371,30.4042206785192,w,561790,Essential*,1,659985,1,5539
-87.3176805,30.421845,w,445210,Essential,1,888369,1,5540
-87.3176805,30.422133,w,621310,Essential,3,948784,1,5541
-87.3176535,30.419685,w,484110,Essential,1,929126,1,5542
-87.3176535,30.419685,w,488999,Essential,2,501563,1,5543
-87.3176535,30.419685,w,493190,Essential,1,633787,1,5544
-87.3176535,30.419685,w,531130,Essential,1,762120,1,5545
-87.3176535,30.419685,w,531130,Essential,1,812039,1,5546
-87.3176535,30.419685,w,532120,Essential*,1,501119,1,5547
-87.31764,30.429459,w,238220,Essential*,2,782274,1,5548
-87.317631,30.53844,w,541618,Essential*,1,597544,1,5549
-87.317622,30.518028,w,531210,Essential,15,822953,1,5550
-87.317613,30.424338,w,999999,"",1,824799,1,5551
-87.317604,30.437586,w,238340,Essential*,1,659855,1,5552
-87.317604,30.449529,w,813110,Essential*,1,507368,1,5553
-87.317604,30.456522,w,999999,"",1,500546,1,5554
-87.317604,30.46239,w,561990,Essential*,1,737463,1,5555
-87.317604,30.62979,w,811412,Essential,4,778183,1,5556
-87.3175905,30.452625,w,561730,Essential*,1,758722,1,5557
-87.3175905,30.537234,w,532120,Essential*,1,539514,1,5558
-87.3175815,30.518775,w,238170,Essential*,1,834939,1,5559
-87.317541,30.428973,w,561110,Essential*,1,818228,1,5560
-87.317541,30.971403,w,561990,Essential*,9,570706,1,5561
-87.3175005,30.491109,w,488999,Essential,3,910711,1,5562
-87.3175005,30.501864,w,541990,Essential*,1,496437,1,5563
-87.3174977587645,30.5342556902656,w,424440,Essential,2,678149,1,5564
-87.3174977587645,30.5342556902656,w,531210,Essential,10,832865,1,5565
-87.3174977587645,30.5342556902656,w,531210,Essential,1,888274,1,5566
-87.3174977587645,30.5342556902656,w,531210,Essential,9,959638,1,5567
-87.3174977587645,30.5342556902656,w,531312,Essential,1,524011,1,5568
-87.3174977587645,30.5342556902656,w,561499,Essential*,2,573977,1,5569
-87.3174977587645,30.5342556902656,w,561720,Essential,1,623976,1,5570
-87.3174977587645,30.5342556902656,w,813110,Essential*,1,892984,1,5571
-87.3174915,30.378528,w,561990,Essential*,1,710544,1,5572
-87.3174915,30.487347,w,561730,Essential*,1,490013,1,5573
-87.3174735,30.403602,w,531210,Essential,1,499450,1,5574
-87.3174735,30.403602,w,541990,Essential*,1,682484,1,5575
-87.3174735,30.426462,w,812112,Nonessential,1,589976,1,5576
-87.317442,30.504132,w,561990,Essential*,1,590507,1,5577
-87.317403108819,30.5343871973684,w,531210,Essential,1,673731,1,5578
-87.317403108819,30.5343871973684,w,531210,Essential,3,836664,1,5579
-87.317403108819,30.5343871973684,w,531210,Essential,1,890436,1,5580
-87.3174001177324,30.420075036806,w,561790,Essential*,1,870194,1,5581
-87.3174001177324,30.420075036806,w,812320,Essential,2,710938,1,5582
-87.3173925130061,30.5342539719675,w,541620,Essential*,1,694256,1,5583
-87.3173925,30.436632,w,561110,Essential*,2,946038,1,5584
-87.3173925,30.522339,w,721110,Essential,9,678912,1,5585
-87.3173925,30.522339,w,721110,Essential,2,732631,1,5586
-87.3173925,30.631644,w,541990,Essential*,5,617079,1,5587
-87.317343,30.406887,w,323111,Essential*,1,806765,1,5588
-87.317343,30.406887,w,323111,Essential*,1,854706,1,5589
-87.317343,30.406887,w,334118,Essential*,1,553570,1,5590
-87.317334,30.607524,w,453998,Nonessential,4,566556,1,5591
-87.317334,30.607524,w,721110,Essential,1,800313,1,5592
-87.3173205,30.489948,w,999999,"",1,855837,1,5593
-87.3172935,30.372237,w,512110,Nonessential,1,814927,1,5594
-87.3172846671868,30.3977852123637,w,238990,Essential*,1,860566,1,5595
-87.317271,30.379608,w,561990,Essential*,1,770666,1,5596
-87.317262,30.375486,w,562991,Essential,1,869962,1,5597
-87.317262,30.375486,w,999999,"",2,715636,1,5598
-87.317244,30.403602,w,524210,Essential,1,674406,1,5599
-87.317244,30.403602,w,524210,Essential,1,945520,1,5600
-87.3172215,30.452103,w,236220,Essential,2,594105,1,5601
-87.3172215,30.452103,w,561990,Essential*,1,896826,1,5602
-87.3172215,30.452103,w,624120,Essential,1,669278,1,5603
-87.3172215,30.559995,w,423940,Nonessential,1,604583,1,5604
-87.3172035,30.45519,w,561990,Essential*,1,627950,1,5605
-87.317163,30.377349,w,541618,Essential*,1,569548,1,5606
-87.317163,30.380094,w,561990,Essential*,1,513245,1,5607
-87.317154,30.493926,w,442210,Nonessential,4,761399,1,5608
-87.3171225,30.428172,w,541219,Essential,1,834823,1,5609
-87.3171225,30.428172,w,999999,"",2,792076,1,5610
-87.317073,30.491208,w,531210,Essential,1,959554,1,5611
-87.317073,30.491208,w,561499,Essential*,1,522126,1,5612
-87.317073,30.491208,w,561990,Essential*,2,827753,1,5613
-87.317073,30.55347,w,238150,Essential*,1,540151,1,5614
-87.317073,30.55347,w,238990,Essential*,1,758223,1,5615
-87.317073,30.55347,w,811122,Essential,1,889462,1,5616
-87.317073,30.55347,w,811192,Nonessential,2,627697,1,5617
-87.317073,30.553749,w,561990,Essential*,1,684097,1,5618
-87.317073,30.585708,w,811212,Essential,2,929275,1,5619
-87.3170505,30.448125,w,813410,Nonessential,1,599665,1,5620
-87.3170505,30.485997,w,238990,Essential*,3,667130,1,5621
-87.3170505,30.485997,w,713940,Nonessential,3,492330,1,5622
-87.3170505,30.485997,w,713940,Nonessential,1,731855,1,5623
-87.3170505,30.607092,w,999999,"",3,492826,1,5624
-87.3170505,30.607092,w,999999,"",1,927590,1,5625
-87.3170415,30.384882,w,453210,Nonessential,3,726308,1,5626
-87.3170415,30.384882,w,561720,Essential,1,783697,1,5627
-87.3170235,30.452616,w,531210,Essential,1,706395,1,5628
-87.3170235,30.464415,w,336612,Nonessential,1,513032,1,5629
-87.317001,30.534849,w,238220,Essential*,1,654158,1,5630
-87.317001,30.534849,w,999999,"",1,745175,1,5631
-87.317001,30.534849,w,999999,"",7,923554,1,5632
-87.316992,30.942684,w,561730,Essential*,1,865149,1,5633
-87.316974,30.537144,w,561990,Essential*,1,630078,1,5634
-87.3169605,30.420162,w,999999,"",1,767079,1,5635
-87.3169605,30.462237,w,561499,Essential*,1,517704,1,5636
-87.3169515,30.462768,w,561499,Essential*,1,645293,1,5637
-87.3169515,30.462768,w,561790,Essential*,1,719339,1,5638
-87.3169515,30.558069,w,531210,Essential,1,844055,1,5639
-87.3169425,30.442536,w,238320,Essential*,1,642711,1,5640
-87.3169425,30.540816,w,561990,Essential*,2,634043,1,5641
-87.3169425,30.55635,w,621111,Essential,1,497349,1,5642
-87.3169386900998,30.4168695406454,s,999999,"",66,97,1,5643
-87.3169335,30.540528,w,541990,Essential*,1,666257,1,5644
-87.31692,30.420936,w,446199,Essential,1,626072,1,5645
-87.31692,30.420936,w,621111,Essential,1,691271,1,5646
-87.31692,30.420936,w,621320,Essential,1,505503,1,5647
-87.31692,30.420936,w,621320,Essential,1,573828,1,5648
-87.31692,30.420936,w,621320,Essential,1,573898,1,5649
-87.31692,30.420936,w,621320,Essential,1,814057,1,5650
-87.31692,30.560535,w,561730,Essential*,1,508234,1,5651
-87.316902,30.398022,w,442110,Nonessential,1,652882,1,5652
-87.316902,30.422079,w,722511,Essential*,1,595563,1,5653
-87.316902,30.490056,w,561990,Essential*,2,585843,1,5654
-87.316893,30.518496,w,541320,Essential*,19,958734,1,5655
-87.316893,30.518496,w,541990,Essential*,1,650622,1,5656
-87.316884,30.393342,w,561990,Essential*,1,832346,1,5657
-87.3168615,30.45168,w,813110,Essential*,2,562199,1,5658
-87.3168615,30.504123,w,561990,Essential*,1,819094,1,5659
-87.3168615,30.606786,w,442210,Nonessential,1,839959,1,5660
-87.3168435,30.624255,w,541611,Essential*,2,538998,1,5661
-87.3168435,30.624255,w,561740,Nonessential,1,558353,1,5662
-87.3168435,30.624255,w,722513,Essential*,1,810286,1,5663
-87.31683,30.416796,w,624410,Essential,1,544467,1,5664
-87.316803,30.396078,w,813110,Essential*,2,705779,1,5665
-87.316803,30.396078,w,813110,Essential*,1,831157,1,5666
-87.316803,30.424932,w,442210,Nonessential,1,692937,1,5667
-87.316803,30.424932,w,561990,Essential*,1,768428,1,5668
-87.3167805,30.417174,w,621492,Essential,1,752911,1,5669
-87.3167805,30.417174,w,621493,Essential,1,774512,1,5670
-87.3167805,30.491604,w,237110,Essential,5,938298,1,5671
-87.31674,30.488958,w,561790,Essential*,1,505788,1,5672
-87.31674,30.542256,w,561790,Essential*,1,942540,1,5673
-87.316731,30.55212,w,446120,Nonessential,1,536624,1,5674
-87.3166815,30.397446,w,238220,Essential*,1,927512,1,5675
-87.3166815,30.397446,w,531190,Essential,1,587561,1,5676
-87.3166815,30.397446,w,531210,Essential,1,497305,1,5677
-87.3166815,30.397446,w,541860,Essential*,1,545921,1,5678
-87.3166815,30.397446,w,561110,Essential*,1,777823,1,5679
-87.3166815,30.397446,w,611430,Essential*,1,627411,1,5680
-87.3166815,30.464073,w,446120,Nonessential,13,810092,1,5681
-87.31665,30.417705,w,238110,Essential*,1,712976,1,5682
-87.316641,30.426624,w,561990,Essential*,2,712141,1,5683
-87.316632,30.380094,w,999999,"",5,489135,1,5684
-87.316623,30.447828,w,238140,Essential*,2,924172,1,5685
-87.3165825,30.424608,w,811420,Nonessential,1,607822,1,5686
-87.316551,30.420657,w,238990,Essential*,1,546413,1,5687
-87.316551,30.63771,w,238320,Essential*,1,574906,1,5688
-87.3165504850796,30.534240750368,w,238170,Essential*,7,797544,1,5689
-87.316542,30.428892,w,488210,Essential,1,952672,1,5690
-87.3165105,30.554856,w,561990,Essential*,1,899930,1,5691
-87.3165105,30.657528,w,813110,Essential*,1,793613,1,5692
-87.3164925,30.389346,w,561990,Essential*,1,726548,1,5693
-87.3164925,30.555972,w,423510,Essential,1,538573,1,5694
-87.3164835,30.381165,w,444110,Essential,1,689883,1,5695
-87.3164835,30.541356,w,999999,"",1,669653,1,5696
-87.3164835,30.608712,w,999999,"",1,648932,1,5697
-87.3164205,30.559986,w,811412,Essential,1,630157,1,5698
-87.3164025,30.522033,w,722511,Essential*,2,894362,1,5699
-87.3163935,30.455289,w,713930,Essential*,1,654184,1,5700
-87.3163935,30.455289,w,713930,Essential*,2,845845,1,5701
-87.3163935,30.455289,w,999999,"",3,791900,1,5702
-87.316371,30.455622,w,561990,Essential*,1,892969,1,5703
-87.316362,30.444192,w,722511,Essential*,1,822421,1,5704
-87.316362,30.460536,w,561710,Essential*,1,600335,1,5705
-87.316353,30.444543,w,541990,Essential*,8,603089,1,5706
-87.316353,30.46356,w,444110,Essential,1,496178,1,5707
-87.3163305,30.453597,w,561730,Essential*,1,802079,1,5708
-87.3163159026341,30.3770607401745,w,813410,Nonessential,1,583755,1,5709
-87.3163159026341,30.3770607401745,w,813990,Essential*,1,917750,1,5710
-87.31629,30.394836,w,561730,Essential*,1,632271,1,5711
-87.31629,30.440016,w,238110,Essential*,1,915322,1,5712
-87.31629,30.538197,w,811310,Essential,1,902066,1,5713
-87.316281,30.504276,w,531320,Essential,2,604343,1,5714
-87.316272,30.472677,w,561730,Essential*,1,884522,1,5715
-87.316263,30.472902,w,541990,Essential*,1,941608,1,5716
-87.316263,30.957237,w,447190,Essential,4,703708,1,5717
-87.316263,30.957237,w,541618,Essential*,1,636845,1,5718
-87.316254,30.505752,w,238320,Essential*,2,809983,1,5719
-87.3162315,30.383037,w,442210,Nonessential,1,808245,1,5720
-87.3162315,30.427848,w,813110,Essential*,1,577078,1,5721
-87.3162225,30.442617,w,541921,Nonessential,1,554334,1,5722
-87.3162,30.382407,w,561499,Essential*,1,708630,1,5723
-87.3162,30.485934,w,812111,Nonessential,1,895488,1,5724
-87.316191,30.631482,w,813110,Essential*,1,618074,1,5725
-87.316182,30.49011,w,541990,Essential*,1,811107,1,5726
-87.316173,30.422304,w,424410,Essential,1,533962,1,5727
-87.316173,30.422304,w,442210,Nonessential,1,667798,1,5728
-87.316173,30.422304,w,445110,Essential,1,511879,1,5729
-87.316173,30.422304,w,445310,Essential,1,643165,1,5730
-87.316173,30.422304,w,452319,"",1,486213,1,5731
-87.316173,30.422304,w,561499,Essential*,1,830443,1,5732
-87.316173,30.422304,w,621492,Essential,1,568420,1,5733
-87.316173,30.422304,w,621492,Essential,1,717599,1,5734
-87.316173,30.422304,w,722511,Essential*,1,631979,1,5735
-87.316173,30.422304,w,722511,Essential*,1,638210,1,5736
-87.316173,30.422304,w,722511,Essential*,1,818799,1,5737
-87.316173,30.422304,w,722511,Essential*,1,849727,1,5738
-87.316173,30.422304,w,722511,Essential*,1,865408,1,5739
-87.316173,30.422304,w,722513,Essential*,1,659523,1,5740
-87.316173,30.422304,w,812320,Essential,1,956239,1,5741
-87.316173,30.422304,w,999999,"",1,640985,1,5742
-87.316164,30.437793,w,424950,Essential,1,626637,1,5743
-87.3161505,30.457998,w,811211,Essential,1,786001,1,5744
-87.3161415,30.552093,w,541618,Essential*,2,802715,1,5745
-87.3161325,30.375099,w,485310,Essential,1,619187,1,5746
-87.316092,30.375369,w,561990,Essential*,1,918486,1,5747
-87.316092,30.376809,w,442110,Nonessential,1,794120,1,5748
-87.316092,30.376809,w,561720,Essential,1,890270,1,5749
-87.316092,30.489579,w,443142,Essential,7,646744,1,5750
-87.316092,30.534813,w,531210,Essential,1,594495,1,5751
-87.316092,30.534813,w,541940,Essential,1,713345,1,5752
-87.316092,30.633048,w,813110,Essential*,2,696874,1,5753
-87.316083,30.468465,w,446120,Nonessential,5,537080,1,5754
-87.316083,30.468465,w,561499,Essential*,1,712637,1,5755
-87.316083,30.468465,w,561510,Nonessential,3,486051,1,5756
-87.3160633290808,30.4449482264856,w,238320,Essential*,1,639732,1,5757
-87.3160605,30.429333,w,561990,Essential*,1,666876,1,5758
-87.3160335,30.639672,w,561720,Essential,3,646736,1,5759
-87.316002,30.558096,w,812199,Nonessential,1,491433,1,5760
-87.315993,30.407859,w,446191,Essential,1,768651,1,5761
-87.315993,30.420009,w,541410,Nonessential,1,567558,1,5762
-87.315984,30.657033,w,445110,Essential,1,629922,1,5763
-87.3159525,30.487455,w,445120,Essential,1,504923,1,5764
-87.3159435,30.466449,w,624410,Essential,1,927437,1,5765
-87.31593,30.466719,w,484110,Essential,2,804492,1,5766
-87.315921,30.561264,w,238320,Essential*,2,567209,1,5767
-87.315912,30.426417,w,531210,Essential,1,583654,1,5768
-87.315912,30.562119,w,454210,Essential*,2,951263,1,5769
-87.315903,30.554433,w,541990,Essential*,1,578814,1,5770
-87.315894,30.553083,w,561510,Nonessential,1,757515,1,5771
-87.315894,30.555108,w,541990,Essential*,2,832392,1,5772
-87.315894,30.72393,w,561990,Essential*,1,700815,1,5773
-87.315894,30.72393,w,561990,Essential*,1,943338,1,5774
-87.3158805,30.449574,w,453220,Nonessential,1,502064,1,5775
-87.315804,30.429243,w,561730,Essential*,1,941535,1,5776
-87.315804,30.503268,w,531190,Essential,2,703651,1,5777
-87.315804,30.54195,w,561622,Essential,1,485261,1,5778
-87.315804,30.54195,w,561730,Essential*,2,681675,1,5779
-87.315804,30.54195,w,999999,"",1,787730,1,5780
-87.3157635,30.437964,w,561499,Essential*,1,662762,1,5781
-87.3157635,30.437964,w,812990,Nonessential,1,638586,1,5782
-87.31575,30.485367,w,561730,Essential*,2,952208,1,5783
-87.315714,30.586536,w,999999,"",5,800653,1,5784
-87.315714,30.707019,w,561990,Essential*,1,887244,1,5785
-87.3157106779763,30.9416775493618,w,517312,"",1,871625,1,5786
-87.3156915,30.839877,w,999999,"",1,737673,1,5787
-87.3156825,30.437694,w,621399,Essential,4,718949,1,5788
-87.31566,30.383595,w,811412,Essential,1,615814,1,5789
-87.31566,30.403296,w,531110,Essential,1,630530,1,5790
-87.31566,30.535317,w,541211,Essential,1,679472,1,5791
-87.315651,30.440439,w,541320,Essential*,1,958639,1,5792
-87.315642,30.408786,w,423510,Essential,1,524016,1,5793
-87.315633,30.378555,w,813410,Nonessential,1,653436,1,5794
-87.315633,30.378555,w,813410,Nonessential,1,745498,1,5795
-87.315633,30.425949,w,541921,Nonessential,1,926618,1,5796
-87.315624,30.419775,w,238910,Essential,1,818440,1,5797
-87.315624,30.557484,w,561990,Essential*,1,606897,1,5798
-87.3156105,30.375315,w,561790,Essential*,1,746455,1,5799
-87.3156105,30.581964,w,561990,Essential*,1,751777,1,5800
-87.3156015,30.420423,w,561730,Essential*,1,559491,1,5801
-87.3156015,30.420423,w,999999,"",1,706714,1,5802
-87.3155942984146,30.7205105985908,w,561622,Essential,1,540884,1,5803
-87.315561,30.384378,w,561730,Essential*,1,704482,1,5804
-87.315552,30.552093,w,541618,Essential*,2,778040,1,5805
-87.315534,30.395394,w,238220,Essential*,4,607941,1,5806
-87.315534,30.395394,w,238310,Essential*,13,513377,1,5807
-87.315534,30.395394,w,999999,"",2,887690,1,5808
-87.3155205,30.458286,w,813110,Essential*,1,641038,1,5809
-87.3155205,30.458574,w,238220,Essential*,1,723480,1,5810
-87.3155205,30.49047,w,238110,Essential*,2,616026,1,5811
-87.3155115,30.534804,w,813410,Nonessential,1,873000,1,5812
-87.3155115,30.53997,w,532284,"",2,571035,1,5813
-87.3155025,30.424905,w,999999,"",1,813815,1,5814
-87.3155025,30.490893,w,541690,Essential*,1,753447,1,5815
-87.3154935,30.405987,w,813110,Essential*,1,659940,1,5816
-87.3154935,30.424365,w,512120,Nonessential,1,878786,1,5817
-87.3154935,30.526974,w,453110,Nonessential,2,768270,1,5818
-87.31548,30.424032,w,561720,Essential,1,850697,1,5819
-87.31548,30.424032,w,722513,Essential*,1,728456,1,5820
-87.31548,30.439755,w,238310,Essential*,2,657608,1,5821
-87.31548,30.552867,w,541420,Essential,1,783833,1,5822
-87.315444,30.721014,w,238110,Essential*,1,942588,1,5823
-87.3154305,30.436722,w,811310,Essential,1,756017,1,5824
-87.3154215,30.37266,w,561990,Essential*,1,819603,1,5825
-87.3154035,30.428037,w,238130,Essential*,1,613379,1,5826
-87.3154035,30.519198,w,237210,Nonessential,11,579108,1,5827
-87.3154035,30.519198,w,721110,Essential,1,507727,1,5828
-87.3154035,30.519198,w,721110,Essential,17,694831,1,5829
-87.315399091466,30.3485494641703,w,928110,Essential,1,511584,1,5830
-87.315399091466,30.3485494641703,w,928110,Essential,6,901917,1,5831
-87.315381,30.378879,w,713940,Nonessential,1,547408,1,5832
-87.315381,30.378879,w,812112,Nonessential,3,738788,1,5833
-87.315381,30.427506,w,711190,Nonessential,2,546202,1,5834
-87.315363,30.443544,w,811310,Essential,4,758612,1,5835
-87.315363,30.443544,w,811490,Essential,1,545193,1,5836
-87.315363,30.649059,w,238910,Essential,1,697831,1,5837
-87.3153225,30.395196,w,236118,Essential*,1,922121,1,5838
-87.3153225,30.436308,w,999999,"",1,565167,1,5839
-87.3153135,30.430818,w,237310,Essential,1,901850,1,5840
-87.3153135,30.430818,w,238330,Essential*,1,747925,1,5841
-87.315273,30.467403,w,811310,Essential,2,948592,1,5842
-87.315264,30.467709,w,713990,Nonessential,1,952472,1,5843
-87.3152505,30.567717,w,561990,Essential*,1,946435,1,5844
-87.3152415,30.467988,w,238140,Essential*,4,620706,1,5845
-87.3152415,30.486339,w,445120,Essential,1,590174,1,5846
-87.3152415,30.486339,w,447190,Essential,1,917163,1,5847
-87.3152415,30.556485,w,561790,Essential*,1,493190,1,5848
-87.3152235,30.381723,w,238130,Essential*,1,759679,1,5849
-87.31521,30.568617,w,444120,Essential,1,841642,1,5850
-87.315201,30.52026,w,721110,Essential,1,740839,1,5851
-87.315201,30.52026,w,721110,Essential,4,813762,1,5852
-87.315192,30.463002,w,238220,Essential*,1,928805,1,5853
-87.315183,30.37302,w,812199,Nonessential,1,578241,1,5854
-87.315183,30.424896,w,446120,Nonessential,1,701811,1,5855
-87.3151335,30.460788,w,813110,Essential*,1,807135,1,5856
-87.3151293212697,30.3759821693908,w,532120,Essential*,1,627656,1,5857
-87.31512,30.533616,w,812112,Nonessential,1,537804,1,5858
-87.31512,30.533616,w,921190,Essential,2,737945,1,5859
-87.315102,30.379059,w,238220,Essential*,1,898903,1,5860
-87.315102,30.379059,w,541430,Nonessential,2,505427,1,5861
-87.315102,30.379059,w,713940,Nonessential,2,781674,1,5862
-87.315102,30.379059,w,811420,Nonessential,1,877454,1,5863
-87.315093,30.43485,w,238220,Essential*,1,847286,1,5864
-87.315093,30.43485,w,453110,Nonessential,1,888352,1,5865
-87.315084,30.45996,w,238330,Essential*,1,630389,1,5866
-87.3150615,30.509973,w,561720,Essential,1,696098,1,5867
-87.3150525,30.41865,w,561990,Essential*,1,935820,1,5868
-87.3150435,30.487959,w,561990,Essential*,1,848417,1,5869
-87.3150435,30.550248,w,541618,Essential*,1,915534,1,5870
-87.31503,30.419478,w,722511,Essential*,1,869245,1,5871
-87.31503,30.459429,w,561730,Essential*,3,790797,1,5872
-87.315012,30.454965,w,237110,Essential,1,910594,1,5873
-87.315012,30.464505,w,561990,Essential*,2,483766,1,5874
-87.3149950378476,30.6434102075607,w,541714,"",1,630088,1,5875
-87.314994,30.430782,w,238310,Essential*,1,918722,1,5876
-87.3149625,30.552075,w,561710,Essential*,2,516616,1,5877
-87.3149535,30.504276,w,812990,Nonessential,1,579101,1,5878
-87.3149384060063,30.6434089874851,w,453220,Nonessential,1,839648,1,5879
-87.314931,30.53475,w,621320,Essential,1,851015,1,5880
-87.314922,30.373722,w,561990,Essential*,1,652846,1,5881
-87.314922,30.46671,w,811111,Essential,1,741568,1,5882
-87.314913,30.46806,w,515111,Essential,1,717436,1,5883
-87.314913,30.46806,w,813410,Nonessential,5,676529,1,5884
-87.314904,30.431943,w,238190,Essential*,1,613479,1,5885
-87.3149004684415,30.5706588921068,w,561730,Essential*,1,634062,1,5886
-87.3148815,30.491145,w,999999,"",1,814948,1,5887
-87.314876698257,30.3899787010683,w,999999,"",1,606803,1,5888
-87.3148635,30.384378,w,561499,Essential*,1,856158,1,5889
-87.31485,30.451473,w,561499,Essential*,1,865221,1,5890
-87.314832,30.54654,w,813110,Essential*,1,686336,1,5891
-87.314832,30.54654,w,999999,"",1,688518,1,5892
-87.3148005,30.574017,w,541990,Essential*,5,544439,1,5893
-87.3147825,30.428307,w,561730,Essential*,1,554696,1,5894
-87.3147825,30.428307,w,813110,Essential*,1,636564,1,5895
-87.3147825,30.437082,w,541490,Nonessential,2,487985,1,5896
-87.3147825,30.584457,w,561990,Essential*,1,539091,1,5897
-87.3147735,30.38148,w,561990,Essential*,3,791199,1,5898
-87.3147681184965,30.3443891071288,w,334511,Essential,1,789247,1,5899
-87.3147681184965,30.3443891071288,w,334511,Essential,1,903417,1,5900
-87.3147681184965,30.3443891071288,w,488190,Essential,5,700347,1,5901
-87.3147681184965,30.3443891071288,w,561320,Essential*,1,656254,1,5902
-87.3147681184965,30.3443891071288,w,999999,"",1,910568,1,5903
-87.314724,30.407238,w,813110,Essential*,1,873225,1,5904
-87.3147213690694,30.6032788166465,w,999999,"",1,936350,1,5905
-87.3147105,30.519189,w,541611,Essential*,1,673712,1,5906
-87.3147105,30.519189,w,721110,Essential,1,799447,1,5907
-87.3147105,30.519189,w,721110,Essential,1,817091,1,5908
-87.3147105,30.56607,w,445110,Essential,1,586453,1,5909
-87.3147105,30.56607,w,561730,Essential*,1,653628,1,5910
-87.3147015,30.857292,w,488410,Essential,1,526714,1,5911
