WID,TYPE,x,y,WORKER,SERIAL,NAICS,ESS_CLASS
1,w,-82.279332,29.504529,1,2,453920,Nonessential
2,w,-82.3269015,29.652102,1,5,519190,Nonessential
3,w,-82.3396725,29.672946,5,34,452319,NA
4,w,-82.3374225,29.666457,1,63,621340,Essential
5,w,-82.339722,29.702979,1,96,238220,Essential*
6,w,-82.3446,29.637657,1,97,621399,Essential
7,w,-82.3239405,29.675718,1,106,713990,Nonessential
8,w,-82.5178635,29.6199,10,123,999999,NA
9,w,-82.4899725,29.655432,1,174,621111,Essential
10,w,-82.4098905,29.752983,2,186,561990,Essential*
11,w,-82.4322915,29.645955,1,190,451120,Nonessential
12,w,-82.386432,29.676906,1,193,621330,Essential
13,w,-82.6099423994134,29.8331957301006,1,194,813110,Essential*
14,w,-82.3914315,29.673855,2,207,561499,Essential*
15,w,-82.3826925,29.619747,1,210,722511,Essential*
16,w,-82.4414535,29.689533,1,217,445120,Essential
17,w,-82.3446,29.637657,1,289,621111,Essential
18,w,-82.1727225,29.49624,3,319,511199,Nonessential
19,w,-82.4137425,29.602206,8,344,999999,NA
20,w,-82.330641,29.677428,1,371,541211,Essential
21,w,-82.3390335,29.655999,3,398,722513,Essential*
22,w,-82.342593,29.703789,1,405,532120,Essential*
23,w,-82.38258,29.668626,5,412,999999,NA
24,w,-82.3446,29.637657,1,445,621210,Essential
25,w,-82.438641,29.606742,2,471,621999,Essential
26,w,-82.331703,29.64789,1,501,622110,Essential
27,w,-82.3984515,29.675295,1,536,722511,Essential*
28,w,-82.343952,29.65221,48,553,812111,Nonessential
29,w,-82.4135805,29.67372,1,562,561990,Essential*
30,w,-82.3423005,29.612835,1,589,624190,Essential
31,w,-82.5942735,29.817162,1,606,531312,Essential
32,w,-82.44171,29.602755,1,617,112990,Essential
33,w,-82.4042025,29.877165,1,625,541618,Essential*
34,w,-82.421271,29.655153,7,651,722511,Essential*
35,w,-82.527993,29.893014,1,652,999999,NA
36,w,-82.308033,29.670174,1,680,812990,Nonessential
37,w,-82.3982625,29.668266,1,692,621111,Essential
38,w,-82.433493,29.612214,1,693,621111,Essential
39,w,-82.4146605,29.661363,1,707,621210,Essential
40,w,-82.34271,29.639799,2,727,621111,Essential
41,w,-82.3880835,29.675628,1,729,722511,Essential*
42,w,-82.4389425,29.607264,1,733,445110,Essential
43,w,-82.3906750754704,29.6577741722321,2,753,524113,Essential
44,w,-82.612602,29.646477,1,789,921120,Essential
45,w,-82.279314,29.798316,14,798,561990,Essential*
46,w,-82.60155,29.639952,1,848,999999,NA
47,w,-82.3548915,29.719962,24,908,423730,Essential
48,w,-82.390392,29.701962,13,949,541618,Essential*
49,w,-82.430892,29.686104,12,1040,541618,Essential*
50,w,-82.600461,29.678634,2,1047,811412,Essential
51,w,-82.429524,29.673099,9,1060,813110,Essential*
52,w,-82.2735832322621,29.6769697293115,1,1061,236115,Essential
53,w,-82.330475293393,29.6565984735943,1,1068,621330,Essential
54,w,-82.3826025,29.615193,4,1112,721110,Essential
55,w,-82.327014,29.651904,16,1113,722511,Essential*
56,w,-82.5943648134895,29.8259228624729,1,1116,453910,Essential
57,w,-82.34271,29.639799,2,1123,621111,Essential
58,w,-82.3454505,29.71629,1,1143,334220,Essential
59,w,-82.2834599999999,29.50564,1,1157,621111,Essential
60,w,-82.169892,29.81493,1,1191,445110,Essential
61,w,-82.3012605,29.673666,2,1194,442210,Nonessential
62,w,-82.4110300812877,29.6594880656524,1,1205,999999,NA
63,w,-82.5623505,29.605176,1,1239,237210,Nonessential
64,w,-82.501893,29.696562,2,1244,314999,Nonessential
65,w,-82.365462,29.61576,4,1274,561990,Essential*
66,w,-82.38717,29.666772,4,1287,561990,Essential*
67,w,-82.43748,29.665548,4,1300,444220,Essential*
68,w,-82.3943925,29.689776,2,1304,999999,NA
69,w,-82.334484,29.658843,1,1314,621399,Essential
70,w,-82.4014305,29.53485,1,1341,111332,Essential
71,w,-82.33146,29.702763,7,1346,446199,Essential
72,w,-82.4471505,29.623662,3,1359,541618,Essential*
73,w,-82.602081,29.650725,1,1363,337110,Nonessential
74,w,-82.3480515,29.715642,3,1368,236118,Essential*
75,w,-82.3288635,29.652138,2,1432,624110,Essential
76,w,-82.3979025,29.726406,1,1444,611610,Essential*
77,w,-82.34271,29.639799,2,1452,621111,Essential
78,w,-82.303173,29.659086,1,1464,921190,Essential
79,w,-82.3288635,29.652138,1,1471,541110,Essential
80,w,-82.3257,29.651787,1,1478,722513,Essential*
81,w,-82.3268925,29.687994,1,1479,999999,NA
82,w,-82.34271,29.639799,2,1491,621399,Essential
83,w,-82.339722,29.702979,2,1506,531312,Essential
84,w,-82.395693,29.695797,1,1530,812990,Nonessential
85,w,-82.3114215,29.653056,17,1532,561720,Essential
86,w,-82.488672,29.584926,11,1582,442210,Nonessential
87,w,-82.3986315,29.641644,3,1588,561730,Essential*
88,w,-82.332162,29.637324,1,1604,531110,Essential
89,w,-82.4135805,29.676816,5,1654,561499,Essential*
90,w,-82.3307535,29.668455,9,1665,523930,Essential
91,w,-82.3695525,29.70027,1,1679,812112,Nonessential
92,w,-82.1693925,29.79621,1,1684,813410,Nonessential
93,w,-82.4797305,29.65644,1,1705,999999,NA
94,w,-82.326024,29.653488,2,1723,541110,Essential
95,w,-82.3408515,29.616858,1,1728,722511,Essential*
96,w,-82.3934025,29.650842,1,1742,813410,Nonessential
97,w,-82.34271,29.639799,1,1785,621111,Essential
98,w,-82.33857,29.690955,1,1790,999999,NA
99,w,-82.408464,29.693043,1,1800,713940,Nonessential
100,w,-82.38645,29.677887,2,1801,624190,Essential
101,w,-82.3861215,29.679057,3,1817,624190,Essential
102,w,-82.4677425,29.65572,1,1844,722410,Essential*
103,w,-82.4929425,29.653506,1,1858,524210,Essential
104,w,-82.3269915,29.650392,1,1963,711510,Nonessential
105,w,-82.4240925,29.658915,1,1979,541940,Essential
106,w,-82.3393787956986,29.6509685185729,3,2005,813910,Essential*
107,w,-82.3720815,29.603565,2,2026,722511,Essential*
108,w,-82.529163,29.606382,1,2081,512110,Nonessential
109,w,-82.4106759285982,29.659755435192,1,2082,621111,Essential
110,w,-82.3967235,29.718999,6,2089,999999,NA
111,w,-82.3617405,29.675088,1,2095,621111,Essential
112,w,-82.444311,29.603043,1,2110,531210,Essential
113,w,-82.433754,29.690802,1,2112,621111,Essential
114,w,-82.3473225,29.715102,5,2138,531210,Essential
115,w,-82.389294,29.705337,6,2139,531210,Essential
116,w,-82.366911,29.697696,1,2172,238320,Essential*
117,w,-82.3470048999999,29.6447109000001,1,2190,611699,Essential*
118,w,-82.331703,29.64789,1,2210,621111,Essential
119,w,-82.3906174333156,29.6151080760575,1,2235,561499,Essential*
120,w,-82.4487435,29.631177,1,2304,561990,Essential*
121,w,-82.3019535,29.668329,1,2305,561990,Essential*
122,w,-82.3609935,29.716758,1,2344,813110,Essential*
123,w,-82.464912,29.652507,1,2360,999999,NA
124,w,-82.4980725,29.79639,1,2387,453110,Nonessential
125,w,-82.29483,29.667456,2,2393,921120,Essential
126,w,-82.3541625,29.686752,1,2397,531320,Essential
127,w,-82.4111235,29.66337,3,2405,999999,NA
128,w,-82.3451535,29.639277,1,2408,621210,Essential
129,w,-82.3890825,29.68497,1,2410,621111,Essential
130,w,-82.621593,29.775447,1,2420,238330,Essential*
131,w,-82.3451535,29.639277,1,2427,621210,Essential
132,w,-82.372491,29.604609,24,2429,722515,Essential*
133,w,-82.3446,29.637657,4,2432,561499,Essential*
134,w,-82.323801,29.654307,19,2433,813990,Essential*
135,w,-82.4390415,29.606715,1,2439,541110,Essential
136,w,-82.43055,29.612736,1,2469,621111,Essential
137,w,-82.38951,29.656125,3,2488,531110,Essential
138,w,-82.438542,29.608902,2,2489,524210,Essential
139,w,-82.403154,29.661588,2,2490,621111,Essential
140,w,-82.6075935,29.732049,1,2507,238160,Essential*
141,w,-82.389834,29.694942,10,2526,561990,Essential*
142,w,-82.46817,29.820402,3,2528,453998,Nonessential
143,w,-82.4872905,29.786283,5,2534,484121,Essential
144,w,-82.322631,29.690253,55,2616,999999,NA
145,w,-82.403334,29.69271,1,2620,442210,Nonessential
146,w,-82.5553035,29.808945,1,2631,813110,Essential*
147,w,-82.391472,29.664675,1,2640,999999,NA
148,w,-82.4237325,29.651769,1,2643,238330,Essential*
149,w,-82.530711,29.753289,1,2678,999999,NA
150,w,-82.4490225,29.68551,1,2695,999999,NA
151,w,-82.421982,29.653695,1,2709,339116,Essential
152,w,-82.4292,29.613402,1,2778,561499,Essential*
153,w,-82.405161,29.663406,26,2780,561990,Essential*
154,w,-82.358523,29.720079,1,2784,238210,Essential*
155,w,-82.4937525,29.791143,1,2797,541110,Essential
156,w,-82.3736115,29.698785,1,2817,561790,Essential*
157,w,-82.371663,29.652372,4,2903,531210,Essential
158,w,-82.3504635,29.705166,1,2950,531110,Essential
159,w,-82.34271,29.639799,1,2957,621111,Essential
160,w,-82.286082,29.812536,1,2968,561990,Essential*
161,w,-82.613844,29.78505,3,2971,561990,Essential*
162,w,-82.3927815,29.667438,3,2979,561990,Essential*
163,w,-82.304793,29.66796,2,3010,541921,Nonessential
164,w,-82.28129928475,29.6953533445772,1,3106,481111,Essential
165,w,-82.2896325,29.641464,18,3130,922190,Essential*
166,w,-82.3961835,29.678454,4,3187,624190,Essential
167,w,-82.390203,29.675709,10,3198,722511,Essential*
168,w,-82.51065,29.780964,1,3221,813110,Essential*
169,w,-82.573452,29.86875,4,3233,423940,Nonessential
170,w,-82.3322115,29.674062,1,3261,238340,Essential*
171,w,-82.325484,29.689083,1,3264,531110,Essential
172,w,-82.1678715,29.781909,1,3269,423110,Nonessential
173,w,-82.416303,29.652588,19,3402,541511,Essential
174,w,-82.475712,29.66148,1,3404,453220,Nonessential
175,w,-82.5322725,29.696454,1,3437,314999,Nonessential
176,w,-82.455894,29.781702,1,3441,522298,Essential
177,w,-82.3404735,29.660958,1,3498,454390,Nonessential
178,w,-82.332612,29.650428,1,3504,813910,Essential*
179,w,-82.3391157043014,29.6605239950623,1,3506,448190,Essential*
180,w,-82.3838535,29.652039,1,3521,221310,Essential
181,w,-82.494432,29.791818,9,3528,711510,Nonessential
182,w,-82.4551335,29.779605,7,3539,611519,Essential*
183,w,-82.3320906745525,29.676641241768,1,3547,561499,Essential*
184,w,-82.603053,29.797722,1,3574,541618,Essential*
185,w,-82.398924,29.714265,6,3618,722511,Essential*
186,w,-82.424313,29.65635,2,3619,621111,Essential
187,w,-82.3919221873474,29.703192036981,1,3649,621340,Essential
188,w,-82.329462,29.635686,4,3718,531110,Essential
189,w,-82.34802,29.677293,9,3762,621420,Essential
190,w,-82.431963,29.715489,2,3764,621210,Essential
191,w,-82.4394915,29.613267,1,3769,561990,Essential*
192,w,-82.474551,29.722077,2,3804,424930,Nonessential
193,w,-82.324854,29.665575,1,3811,811111,Essential
194,w,-82.3500315,29.689974,1,3824,524126,Essential
195,w,-82.31967,29.651778,1,3829,541110,Essential
196,w,-82.294992,29.649375,1,3892,621399,Essential
197,w,-82.3661505,29.702655,1,3999,812112,Nonessential
198,w,-82.305153,29.656584,8,4049,813110,Essential*
199,w,-82.43838,29.71098,9,4051,561510,Nonessential
200,w,-82.3836015,29.612313,1,4088,999999,NA
201,w,-82.3392361866773,29.5914311212977,3,4090,237110,Essential
202,w,-82.3508505,29.694789,2,4128,517919,Essential*
203,w,-82.4024205,29.727918,1,4129,621999,Essential
204,w,-82.4234625,29.65005,1,4133,541350,Essential*
205,w,-82.2971205,29.654937,1,4170,524126,Essential
206,w,-82.3366305,29.695923,1,4182,531110,Essential
207,w,-82.4383305,29.610405,1,4189,812112,Nonessential
208,w,-82.414692,29.613744,1,4193,561499,Essential*
209,w,-82.366272,29.655045,62,4194,561990,Essential*
210,w,-82.397403,29.689776,79,4264,524126,Essential
211,w,-82.3760325,29.624436,1,4278,311811,Essential
212,w,-82.5663015,29.857725,1,4293,999999,NA
213,w,-82.559574,29.824416,1,4360,561990,Essential*
214,w,-82.372824,29.62629,2,4387,443142,Essential
215,w,-82.1877705,29.642562,1,4408,813110,Essential*
216,w,-82.2575115,29.728404,5,4423,561730,Essential*
217,w,-82.3445505,29.652408,6,4451,722511,Essential*
218,w,-82.39707,29.664468,1,4461,541110,Essential
219,w,-82.390392,29.701962,2,4464,999999,NA
220,w,-82.3414893950429,29.6473183656976,5,4488,445110,Essential
221,w,-82.5008535,29.546676,1,4497,561990,Essential*
222,w,-82.4143731869962,29.6595029670862,1,4503,446130,Essential
223,w,-82.4977215,29.785149,1,4508,423320,Essential
224,w,-82.6116615,29.792088,1,4528,561612,Essential
225,w,-82.165302,29.812563,2,4542,238130,Essential*
226,w,-82.3388625,29.632518,5,4548,448310,Nonessential
227,w,-82.399293,29.67534,1,4561,238190,Essential*
228,w,-82.421883,29.653002,1,4588,531110,Essential
229,w,-82.38699,29.692566,4,4589,561499,Essential*
230,w,-82.430322253498,29.6877579324485,1,4592,561499,Essential*
231,w,-82.327302,29.671767,1,4603,442299,Nonessential
232,w,-82.390392,29.701962,5,4625,812112,Nonessential
233,w,-82.3288635,29.652138,6,4642,561499,Essential*
234,w,-82.3646835,29.651562,1,4654,813410,Nonessential
235,w,-82.6129215,29.63403,1,4666,541990,Essential*
236,w,-82.3388535,29.622015,1,4710,541714,NA
237,w,-82.411884,29.675079,1,4720,541940,Essential
238,w,-82.3173435,29.652174,30,4737,621111,Essential
239,w,-82.376442,29.626317,4,4761,999999,NA
240,w,-82.570221,29.702853,1,4798,238910,Essential
241,w,-82.416474,29.716272,1,4854,541320,Essential*
242,w,-82.383993,29.713788,1,4858,561499,Essential*
243,w,-82.39815,29.661786,1,4876,812320,Essential
244,w,-82.374651,29.607669,1,4898,621111,Essential
245,w,-82.3151025,29.674314,4,4933,524126,Essential
246,w,-82.4495535,29.689884,1,4938,541940,Essential
247,w,-82.609101,29.636613,2,4946,561990,Essential*
248,w,-82.43874,29.650302,5,4949,517311,NA
249,w,-82.368441,29.717379,1,4957,453220,Nonessential
250,w,-82.424313,29.65635,1,4959,621111,Essential
251,w,-82.519011,29.780739,1,4964,512110,Nonessential
252,w,-82.327563,29.673558,3,4974,999999,NA
253,w,-82.154763,29.603196,1,4996,812990,Nonessential
254,w,-82.4184225,29.663748,7,5001,621111,Essential
255,w,-82.3411125,29.674566,1,5002,999999,NA
256,w,-82.3774815,29.649834,5,5016,327390,Essential
257,w,-82.326411,29.652084,1,5018,922130,Essential
258,w,-82.3636215,29.682729,1,5092,999999,NA
259,w,-82.3959,29.658348,1,5108,621210,Essential
260,w,-82.360600428345,29.650457928345,2,5117,451211,Essential
261,w,-82.3484832538109,29.6449390340692,2,5123,721110,Essential
262,w,-82.404414,29.765745,1,5145,921120,Essential
263,w,-82.384182,29.698632,1,5163,238320,Essential*
264,w,-82.3423815,29.658285,87,5176,541690,Essential*
265,w,-82.34271,29.639799,1,5195,621111,Essential
266,w,-82.34271,29.639799,5,5233,621210,Essential
267,w,-82.3061205,29.67606,3,5256,624410,Essential
268,w,-82.3897305,29.667015,1,5262,561990,Essential*
269,w,-82.3245705,29.641005,1,5279,423610,Essential
270,w,-82.3180725,29.649798,16,5296,541921,Nonessential
271,w,-82.2961160512094,29.6783921274468,3,5338,445120,Essential
272,w,-82.447533,29.664765,1,5355,335999,Essential
273,w,-82.4061015,29.840724,1,5356,621999,Essential
274,w,-82.47339,29.782359,44,5380,621399,Essential
275,w,-82.3411125,29.674566,3,5396,442110,Nonessential
276,w,-82.44684,29.604798,1,5405,813110,Essential*
277,w,-82.4928435,29.651166,14,5427,561499,Essential*
278,w,-82.35225,29.67885,1,5430,624410,Essential
279,w,-82.5932115,29.81907,7,5440,511199,Nonessential
280,w,-82.3501622032281,29.6369293455773,1,5447,621111,Essential
281,w,-82.309644,29.652417,1,5481,446120,Nonessential
282,w,-82.3256235,29.631042,1,5524,561499,Essential*
283,w,-82.3446,29.637657,5,5527,621330,Essential
284,w,-82.5959161,29.8266966,1,5534,531210,Essential
285,w,-82.2912615,29.662299,2,5537,624190,Essential
286,w,-82.2957525,29.645298,9,5571,541511,Essential
287,w,-82.3834215,29.62134,2,5575,621111,Essential
288,w,-82.4106759285982,29.659755435192,2,5584,621111,Essential
289,w,-82.3164525,29.653614,8,5651,561311,Essential*
290,w,-82.4095215,29.652003,19,5664,236220,Essential
291,w,-82.3409415,29.673108,6,5676,445110,Essential
292,w,-82.3241925,29.657493,2,5690,541110,Essential
293,w,-82.34271,29.639799,7,5754,621111,Essential
294,w,-82.534914,29.680695,1,5761,561990,Essential*
295,w,-82.34271,29.639799,3,5816,621111,Essential
296,w,-82.496061,29.787903,2,5832,424910,Essential
297,w,-82.606212,29.659257,2,5846,811121,Essential
298,w,-82.3393150831227,29.6529499144248,3,5907,812111,Nonessential
299,w,-82.372563,29.614914,4,5910,522320,Essential
300,w,-82.3423005,29.612835,3,5919,624190,Essential
301,w,-82.3423005,29.612835,3,5922,624190,Essential
302,w,-82.3407525,29.689857,3,5928,561499,Essential*
303,w,-82.306872,29.65968,1,5942,518210,Essential
304,w,-82.365811154944,29.6301735239849,1,5962,236117,Essential
305,w,-82.3590252114625,29.6003655635879,1,5973,561990,Essential*
306,w,-82.339272,29.695077,1,6056,515112,Essential
307,w,-82.338561,29.672865,1,6058,561439,Essential*
308,w,-82.34271,29.639799,3,6065,621111,Essential
309,w,-82.4918535,29.653668,1,6157,333318,Essential
310,w,-82.3863735,29.67894,1,6170,541410,Nonessential
311,w,-82.372941,29.624994,2,6174,722513,Essential*
312,w,-82.553094,29.653623,12,6183,813110,Essential*
313,w,-82.4067135,29.642886,1,6201,561790,Essential*
314,w,-82.39311,29.68992,2,6204,621210,Essential
315,w,-82.338714,29.644299,4,6234,813410,Nonessential
316,w,-82.3645215,29.680065,2,6317,621111,Essential
317,w,-82.3848525,29.816865,2,6353,813410,Nonessential
318,w,-82.3670325,29.630133,2,6383,524210,Essential
319,w,-82.346562,29.652975,2,6390,813110,Essential*
320,w,-82.085373,29.598993,1,6394,722320,Essential*
321,w,-82.5412725,29.715759,2,6418,518210,Essential
322,w,-82.34271,29.639799,1,6444,621111,Essential
323,w,-82.4115825,29.656296,5,6450,722511,Essential*
324,w,-82.423854,29.654082,1,6457,621111,Essential
325,w,-82.4361525,29.610063,1,6461,541618,Essential*
326,w,-82.332612,29.650428,1,6493,541110,Essential
327,w,-82.3966515,29.667483,5,6512,454110,NA
328,w,-82.4106759285982,29.659755435192,1,6517,621399,Essential
329,w,-82.3771125,29.667204,21,6518,541990,Essential*
330,w,-82.5193125,29.536596,1,6538,532120,Essential*
331,w,-82.397403,29.689776,2,6539,999999,NA
332,w,-82.4711715,29.690055,1,6551,813110,Essential*
333,w,-82.34271,29.639799,6,6564,621111,Essential
334,w,-82.3251915,29.650689,1,6576,722410,Essential*
335,w,-82.466982,29.660922,1,6577,722511,Essential*
336,w,-82.390302,29.631159,3,6597,238320,Essential*
337,w,-82.355292,29.689479,1,6611,722511,Essential*
338,w,-82.330623,29.669229,4,6631,621399,Essential
339,w,-82.385244,29.653299,2,6643,621399,Essential
340,w,-82.498662,29.794833,6,6650,621340,Essential
341,w,-82.4230125,29.653056,1,6660,531210,Essential
342,w,-82.38465,29.673036,3,6671,525110,Essential
343,w,-82.3934835,29.651337,1,6675,813319,Essential*
344,w,-82.435941,29.606949,1,6676,541110,Essential
345,w,-82.3084605,29.652255,2,6685,445120,Essential
346,w,-82.3360815,29.65041,1,6733,621111,Essential
347,w,-82.330353,29.665089,3,6739,517919,Essential*
348,w,-82.169631,29.487618,1,6740,813410,Nonessential
349,w,-82.5889635,29.657862,2,6758,541613,Essential*
350,w,-82.3277925,29.551275,2,6808,238340,Essential*
351,w,-82.0711305,29.586708,1,6841,541990,Essential*
352,w,-82.3446,29.637657,19,6878,561499,Essential*
353,w,-82.339812,29.632437,18,6890,517311,NA
354,w,-82.4745735,29.564559,1,6904,722511,Essential*
355,w,-82.3914315,29.673855,1,6906,812112,Nonessential
356,w,-82.34271,29.639799,1,6910,621111,Essential
357,w,-82.426302,29.593494,1,6929,532490,Essential
358,w,-82.4212035,29.601657,1,6933,238110,Essential*
359,w,-82.2798135,29.505114,1,6935,453310,Nonessential
360,w,-82.389843,29.685285,1,6958,561110,Essential*
361,w,-82.3144725,29.68119,6,6971,512110,Nonessential
362,w,-82.3012605,29.673666,2,6986,999999,NA
363,w,-82.381491,29.633769,1,6994,561499,Essential*
364,w,-82.4364,29.776239,3,7003,423610,Essential
365,w,-82.33146,29.702763,29,7033,444110,Essential
366,w,-82.413873,29.666322,12,7043,561499,Essential*
367,w,-82.472184,29.782413,1,7059,999999,NA
368,w,-82.4166135,29.670867,9,7075,221118,Essential
369,w,-82.345113,29.634795,11,7090,621399,Essential
370,w,-82.302831,29.676528,6,7140,335999,Essential
371,w,-82.482624,29.654253,1,7143,561499,Essential*
372,w,-82.345761,29.710908,1,7144,424810,Essential
373,w,-82.3403835,29.687319,1,7159,446130,Essential
374,w,-82.43028,29.636109,1,7187,423430,Essential
375,w,-82.6099339911735,29.6481432506305,2,7196,813110,Essential*
376,w,-82.330533,29.665233,1,7198,812199,Nonessential
377,w,-82.349793,29.633832,1,7387,541940,Essential
378,w,-82.38852,29.654946,1,7390,621111,Essential
379,w,-82.389294,29.68587,2,7401,999999,NA
380,w,-82.51884,29.530269,1,7419,447190,Essential
381,w,-82.4954715,29.649663,2,7424,541110,Essential
382,w,-82.3450725,29.652183,6,7436,722513,Essential*
383,w,-82.2988215,29.6748,1,7460,332312,Essential
384,w,-82.333053,29.67408,1,7491,621399,Essential
385,w,-82.44639,29.801943,2,7497,238990,Essential*
386,w,-82.43946,29.605203,1,7504,621111,Essential
387,w,-82.3541625,29.687445,1,7517,621999,Essential
388,w,-82.3712844559995,29.6050198142503,13,7534,722511,Essential*
389,w,-82.345147739514,29.6521409294474,2,7560,722511,Essential*
390,w,-82.3306005,29.677032,1,7569,812112,Nonessential
391,w,-82.331694,29.663865,4,7588,813930,Essential*
392,w,-82.4947515,29.782062,1,7591,445120,Essential
393,w,-82.3424522999999,29.6405544,1,7605,621111,Essential
394,w,-82.34271,29.639799,1,7614,621111,Essential
395,w,-82.428273,29.908989,1,7616,238990,Essential*
396,w,-82.331622,29.673774,3,7640,813410,Nonessential
397,w,-82.421613,29.601972,1,7674,621310,Essential
398,w,-82.33848,29.687814,9,7684,999999,NA
399,w,-82.4153715,29.64771,2,7716,624410,Essential
400,w,-82.3236450562361,29.6739839437639,1,7721,441222,Nonessential
401,w,-82.3980105,29.685357,1,7731,541611,Essential*
402,w,-82.38852,29.654946,1,7780,621399,Essential
403,w,-82.346661,29.698452,1,7809,541618,Essential*
404,w,-82.320282,29.646234,7,7835,237990,Essential
405,w,-82.527561,29.805057,1,7859,813110,Essential*
406,w,-82.339794,29.624859,5,7860,541110,Essential
407,w,-82.34271,29.639799,6,7886,621111,Essential
408,w,-82.3844115,29.672334,1,7887,541110,Essential
409,w,-82.6097535,29.654379,2,7898,236116,Essential
410,w,-82.424583,29.655054,1,7970,921120,Essential
411,w,-82.3470048999999,29.6447109000001,1,8003,541720,Essential*
412,w,-82.4117923086394,29.755296298161,1,8008,561990,Essential*
413,w,-82.46673,29.663919,2,8016,511140,Nonessential
414,w,-82.31328,29.676843,3,8018,561730,Essential*
415,w,-82.2970125,29.677446,1,8022,442299,Nonessential
416,w,-82.439883,29.686788,1,8039,541910,Essential*
417,w,-82.4232015,29.654559,1,8043,621210,Essential
418,w,-82.34271,29.639799,1,8045,621111,Essential
419,w,-82.5451605,29.747745,1,8126,561510,Nonessential
420,w,-82.609101,29.636613,1,8141,561990,Essential*
421,w,-82.371222,29.699892,3,8145,311811,Essential
422,w,-82.3634415,29.695194,1,8170,561990,Essential*
423,w,-82.3727499999999,29.61064,7,8183,541110,Essential
424,w,-82.3517235,29.677707,1,8215,811192,Nonessential
425,w,-82.4350635,29.581065,1,8235,561990,Essential*
426,w,-82.327734,29.650419,2,8239,541511,Essential
427,w,-82.3298625,29.648214,1,8249,813910,Essential*
428,w,-82.167183,29.792646,1,8298,722511,Essential*
429,w,-82.3221315,29.654856,1,8318,531110,Essential
430,w,-82.609722,29.636559,1,8327,561790,Essential*
431,w,-82.3423005,29.612835,1,8343,624190,Essential
432,w,-82.3511205,29.716542,1,8349,531210,Essential
433,w,-82.44279,29.65158,1,8373,561110,Essential*
434,w,-82.2880035,29.638863,18,8390,999999,NA
435,w,-82.3361715,29.655603,1,8445,541110,Essential
436,w,-82.6054335,29.660355,6,8449,621111,Essential
437,w,-82.4279715,29.571075,1,8459,561990,Essential*
438,w,-82.44738,29.602287,1,8483,238990,Essential*
439,w,-82.545021,29.842812,1,8523,541310,Essential
440,w,-82.3181535,29.645442,2,8529,324110,Essential
441,w,-82.4726925,29.659464,2,8531,561730,Essential*
442,w,-82.3439467029429,29.6521351461779,27,8542,451130,Nonessential
443,w,-82.3290525,29.666835,1,8543,812112,Nonessential
444,w,-82.3132035,29.673576,1,8548,561730,Essential*
445,w,-82.440891,29.562849,1,8563,624410,Essential
446,w,-82.437732,29.607435,1,8566,238340,Essential*
447,w,-82.3868505,29.655135,1,8568,524210,Essential
448,w,-82.361574,29.673702,20,8583,541990,Essential*
449,w,-82.4992335,29.673135,1,8593,621210,Essential
450,w,-82.3912605,29.699964,9,8606,541214,Essential
451,w,-82.232262,29.839599,16,8648,561990,Essential*
452,w,-82.387683,29.690514,1,8690,541211,Essential
453,w,-82.3053735,29.650698,2,8703,722511,Essential*
454,w,-82.2908205,29.634975,1,8735,518210,Essential
455,w,-82.6077105,29.634192,1,8771,541921,Nonessential
456,w,-82.44423,29.595339,1,8776,621330,Essential
457,w,-82.405152,29.657556,1,8777,531312,Essential
458,w,-82.390743,29.686644,1,8779,518210,Essential
459,w,-82.3384125,29.662299,1,8795,621310,Essential
460,w,-82.597671,29.813805,1,8799,316992,Nonessential
461,w,-82.440414,29.603466,2,8834,921110,Essential
462,w,-82.399212,29.65932,15,8842,621111,Essential
463,w,-82.53153,29.615112,2,8861,237210,Nonessential
464,w,-82.36733,29.62397,1,8886,999999,NA
465,w,-82.34271,29.639799,2,8897,621111,Essential
466,w,-82.385244,29.653299,1,8902,624110,Essential
467,w,-82.3257135,29.650365,7,8928,999999,NA
468,w,-82.416024,29.651976,1,8963,531110,Essential
469,w,-82.48194,29.703285,1,8971,561990,Essential*
470,w,-82.4921505,29.648718,1,8988,236116,Essential
471,w,-82.3672305,29.618055,59,9001,441228,Nonessential
472,w,-82.370484,29.7009,1,9024,423420,Nonessential
473,w,-82.390482,29.656386,1,9032,525990,Essential
474,w,-82.337814,29.660436,5,9038,621399,Essential
475,w,-82.44639,29.605608,1,9046,323111,Essential*
476,w,-82.385073,29.654109,1,9047,611620,Essential*
477,w,-82.495021500000007,29.778327,2,9055,446120,Nonessential
478,w,-82.38852,29.654946,51,9082,621111,Essential
479,w,-82.34271,29.639799,2,9111,621111,Essential
480,w,-82.4262615,29.592396,1,9136,561730,Essential*
481,w,-82.4140540147819,29.6595051607097,1,9166,448140,Nonessential
482,w,-82.402551,29.646288,1,9213,621391,Essential
483,w,-82.423143,29.679903,14,9277,238220,Essential*
484,w,-82.3858425,29.654433,9,9282,515111,Essential
485,w,-82.4431815,29.677014,4,9287,561990,Essential*
486,w,-82.34113,29.64973,3,9348,312120,Essential
487,w,-82.3358925,29.674206,1,9358,812112,Nonessential
488,w,-82.3330215,29.646315,1,9378,238320,Essential*
489,w,-82.4419035,29.615589,1,9380,561990,Essential*
490,w,-82.4157,29.663244,1,9387,621111,Essential
491,w,-82.339272,29.695077,1,9402,524210,Essential
492,w,-82.465974,29.665989,6,9405,541611,Essential*
493,w,-82.34271,29.639799,1,9408,621210,Essential
