Date,rcase,rdeath,death_incd,excess
2020-03-02,2,0,0,29.0198412698413
2020-03-03,2,0,0,29.0198412698413
2020-03-04,4,0,0,29.0198412698413
2020-03-05,1,0,1,29.0198412698413
2020-03-06,0,0,1,29.0198412698413
2020-03-07,4,0,0,29.0198412698413
2020-03-08,1,0,0,19.0198412698413
2020-03-09,5,0,0,19.0198412698413
2020-03-10,3,0,1,19.0198412698413
2020-03-11,6,0,0,19.0198412698413
2020-03-12,7,0,0,19.0198412698413
2020-03-13,24,0,0,19.0198412698413
2020-03-14,45,0,2,19.0198412698413
2020-03-15,33,0,1,0.638888888888904
2020-03-16,31,0,0,0.638888888888904
2020-03-17,70,0,3,0.638888888888904
2020-03-18,107,0,1,0.638888888888904
2020-03-19,87,0,2,0.638888888888904
2020-03-20,150,7,2,0.638888888888904
2020-03-21,217,2,8,0.638888888888904
2020-03-22,306,4,3,20.2103174603175
2020-03-23,193,5,5,20.2103174603175
2020-03-24,299,2,14,20.2103174603175
2020-03-25,515,3,19,20.2103174603175
2020-03-26,560,7,14,20.2103174603175
2020-03-27,689,16,17,20.2103174603175
2020-03-28,728,10,12,20.2103174603175
2020-03-29,909,3,19,32.1150793650793
2020-03-30,897,12,22,32.1150793650793
2020-03-31,937,14,32,32.1150793650793
2020-04-01,1071,12,30,32.1150793650793
2020-04-02,1298,47,35,32.1150793650793
2020-04-03,1312,26,29,32.1150793650793
2020-04-04,1191,25,34,32.1150793650793
2020-04-05,783,26,44,43.9722222222222
2020-04-06,1209,33,43,43.9722222222222
2020-04-07,1047,42,45,43.9722222222222
2020-04-08,1074,13,43,43.9722222222222
2020-04-09,1061,62,40,43.9722222222222
2020-04-10,1120,48,40,43.9722222222222
2020-04-11,1089,27,41,43.9722222222222
2020-04-12,823,28,35,41.7817460317461
2020-04-13,970,39,42,41.7817460317461
2020-04-14,600,58,48,41.7817460317461
2020-04-15,918,25,40,41.7817460317461
2020-04-16,1209,72,45,41.7817460317461
2020-04-17,1089,58,53,41.7817460317461
2020-04-18,746,22,38,41.7817460317461
2020-04-19,715,26,47,66.3055555555556
2020-04-20,752,49,50,66.3055555555556
2020-04-21,894,44,48,66.3055555555556
2020-04-22,714,43,46,66.3055555555556
2020-04-23,1230,96,49,66.3055555555556
2020-04-24,756,60,39,66.3055555555556
2020-04-25,803,9,39,66.3055555555556
2020-04-26,523,19,46,38.686507936508
2020-04-27,756,14,45,38.686507936508
2020-04-28,354,83,50,38.686507936508
2020-04-29,527,49,47,38.686507936508
2020-04-30,996,50,49,38.686507936508
2020-05-01,711,47,51,38.686507936508
2020-05-02,640,51,31,38.686507936508
2020-05-03,771,15,45,52.0674603174603
2020-05-04,587,20,57,52.0674603174603
2020-05-05,602,113,42,52.0674603174603
2020-05-06,642,69,48,52.0674603174603
2020-05-07,353,62,41,52.0674603174603
2020-05-08,794,71,35,52.0674603174603
2020-05-09,699,47,30,52.0674603174603
2020-05-10,389,6,36,38.3531746031746
2020-05-11,613,14,47,38.3531746031746
2020-05-12,814,44,40,38.3531746031746
2020-05-13,805,49,37,38.3531746031746
2020-05-14,801,50,42,38.3531746031746
2020-05-15,492,43,32,38.3531746031746
2020-05-16,1155,49,38,38.3531746031746
2020-05-17,667,9,44,65.5912698412698
2020-05-18,627,24,26,65.5912698412698
2020-05-19,489,56,35,65.5912698412698
2020-05-20,1201,41,40,65.5912698412698
2020-05-21,736,51,39,65.5912698412698
2020-05-22,744,47,38,65.5912698412698
2020-05-23,556,44,38,65.5912698412698
2020-05-24,997,4,36,28.3531746031746
2020-05-25,508,15,36,28.3531746031746
2020-05-26,484,7,27,28.3531746031746
2020-05-27,618,62,38,28.3531746031746
2020-05-28,1233,46,37,28.3531746031746
2020-05-29,763,49,30,28.3531746031746
2020-05-30,875,35,34,28.3531746031746
2020-05-31,714,4,37,37.0674603174603
2020-06-01,622,9,34,37.0674603174603
2020-06-02,1226,70,40,37.0674603174603
2020-06-03,1275,37,38,37.0674603174603
2020-06-04,1033,41,25,37.0674603174603
2020-06-05,1252,54,30,37.0674603174603
2020-06-06,1404,28,32,37.0674603174603
2020-06-07,1033,13,28,55.1626984126984
2020-06-08,1173,12,25,55.1626984126984
2020-06-09,1265,53,34,55.1626984126984
2020-06-10,1678,38,30,55.1626984126984
2020-06-11,1652,49,31,55.1626984126984
2020-06-12,2487,29,36,55.1626984126984
2020-06-13,2158,49,27,55.1626984126984
2020-06-14,1772,6,33,63.1626984126984
2020-06-15,2741,8,31,63.1626984126984
2020-06-16,2462,55,44,63.1626984126984
2020-06-17,2723,69,34,63.1626984126984
2020-06-18,3353,43,31,63.1626984126984
2020-06-19,4026,40,24,63.1626984126984
2020-06-20,4642,17,39,63.1626984126984
2020-06-21,2763,12,40,87.2103174603175
2020-06-22,3825,67,51,87.2103174603175
2020-06-23,5497,44,52,87.2103174603175
2020-06-24,5029,46,43,87.2103174603175
2020-06-25,8898,41,52,87.2103174603175
2020-06-26,9564,25,45,87.2103174603175
2020-06-27,8369,29,49,87.2103174603175
2020-06-28,5387,28,56,102.686507936508
2020-06-29,6120,58,50,102.686507936508
2020-06-30,6586,46,54,102.686507936508
2020-07-01,9487,68,71,102.686507936508
2020-07-02,9419,67,77,102.686507936508
2020-07-03,11419,18,73,102.686507936508
2020-07-04,9910,29,90,102.686507936508
2020-07-05,6260,48,78,174.924603174603
2020-07-06,7352,63,108,174.924603174603
2020-07-07,9996,48,100,174.924603174603
2020-07-08,8914,120,137,174.924603174603
2020-07-09,11325,92,131,174.924603174603
2020-07-10,10326,97,116,174.924603174603
2020-07-11,15277,45,150,174.924603174603
2020-07-12,12222,35,153,239.781746031746
2020-07-13,9226,133,176,239.781746031746
2020-07-14,10049,112,154,239.781746031746
2020-07-15,13877,156,172,239.781746031746
2020-07-16,11264,130,200,239.781746031746
2020-07-17,10241,90,192,239.781746031746
2020-07-18,12435,89,178,239.781746031746
2020-07-19,10432,92,200,268.543650793651
2020-07-20,9313,136,200,268.543650793651
2020-07-21,9721,140,213,268.543650793651
2020-07-22,10140,173,207,268.543650793651
2020-07-23,12368,136,223,268.543650793651
2020-07-24,12056,126,221,268.543650793651
2020-07-25,9274,78,218,268.543650793651
2020-07-26,8822,77,207,274.829365079365
2020-07-27,9179,191,208,274.829365079365
2020-07-28,9362,217,215,274.829365079365
2020-07-29,9890,252,226,274.829365079365
2020-07-30,8918,257,224,274.829365079365
2020-07-31,9529,178,231,274.829365079365
2020-08-01,7082,62,224,274.829365079365
2020-08-02,4828,73,200,245.115079365079
2020-08-03,5413,247,217,245.115079365079
2020-08-04,5454,225,245,245.115079365079
2020-08-05,7616,120,233,245.115079365079
2020-08-06,7596,180,204,245.115079365079
