date,compound,adj_cmi,adj_cuci,adj_ccdi
2020-01-01,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-02,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-03,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-04,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-05,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-06,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-07,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-08,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-09,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-10,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-11,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-12,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-13,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-14,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-15,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-16,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-17,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-18,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-19,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-20,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-21,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-22,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-23,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-24,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-25,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-26,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-27,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-28,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-29,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-30,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-01-31,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-01,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-02,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-03,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-04,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-05,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-06,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-07,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-08,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-09,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-10,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-11,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-12,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-13,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-14,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-15,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-16,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-17,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-18,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-19,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-20,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-21,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-22,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-23,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-24,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-25,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-26,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-27,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-28,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-02-29,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-03-01,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-03-02,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-03-03,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-03-04,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-03-05,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-03-06,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-03-07,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-03-08,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-03-09,0.774303467454288,0.73408540793713,0.877891590321245,0.720354265689436
2020-03-10,0.69282316237085,0.63404940077695,0.84560813455787,0.620261674122366
2020-03-11,0.681014587163811,0.697009817565277,0.815293679186098,0.555797095436749
2020-03-12,0.701801960648392,0.789801892075493,0.797729013558564,0.548618153418839
2020-03-13,0.708819188826362,0.824362172988597,0.769358159532657,0.561512952575713
2020-03-14,0.643307754174299,0.729762696384935,0.642802766014778,0.567540635667791
2020-03-15,0.565442684151605,0.666349089224172,0.556414437732366,0.487602102240292
2020-03-16,0.513124899669338,0.598118701400214,0.534095353144574,0.422924736574672
2020-03-17,0.472044642222203,0.546907892989029,0.482689549531201,0.398443852580167
2020-03-18,0.43150942386083,0.513841608485133,0.434989530494163,0.359470107655687
2020-03-19,0.37091506504822,0.503200865824058,0.350086977478342,0.28967170990676
2020-03-20,0.278612262805109,0.496997661190586,0.21681214707499,0.200707095992831
2020-03-21,0.242160946875195,0.412890365625073,0.182946008568777,0.187998606605884
2020-03-22,0.265580280035896,0.35900853390813,0.258432798664138,0.201899419630085
2020-03-23,0.26496053439279,0.344614356622491,0.289739518134675,0.18629554667759
2020-03-24,0.260803679833107,0.334013373197405,0.287214746889451,0.18491432405187
2020-03-25,0.261139335648126,0.333284136287337,0.288118127519944,0.185452058605703
2020-03-26,0.263319275519771,0.337839579151445,0.289504373546558,0.186673340058494
2020-03-27,0.265654470575554,0.328347653266992,0.288409182271822,0.197974104261812
2020-03-28,0.231423509801627,0.277188705660588,0.227316302887797,0.196705413891253
2020-03-29,0.212630395541933,0.267604820715401,0.213667456534582,0.168129425226441
2020-03-30,0.225532044114112,0.283580239450187,0.255898969396371,0.158081215571169
2020-03-31,0.233531204877054,0.28372834592092,0.269932793190805,0.166293925450967
2020-04-01,0.24517649099179,0.297841768258622,0.285151362563945,0.173530341888731
2020-04-02,0.244395543740183,0.300534369261008,0.282688315057748,0.171821634407819
